Id,SalePrice
1461,130565.0
1462,155535.0
1463,184260.0
1464,182170.0
1465,196350.0
1466,187390.0
1467,169200.0
1468,182410.0
1469,191459.0
1470,124615.0
1471,191060.0
1472,91650.0
1473,105800.0
1474,150460.8
1475,144580.0
1476,350471.3
1477,256360.1
1478,291378.7
1479,267838.9
1480,464683.7
1481,318413.7
1482,210990.0
1483,169734.0
1484,171900.0
1485,176916.5
1486,193450.0
1487,316571.3
1488,237550.0
1489,225844.0
1490,199474.0
1491,191880.0
1492,101807.5
1493,193340.0
1494,313600.0
1495,303300.0
1496,233566.2
1497,200790.0
1498,155400.0
1499,155890.0
1500,151800.0
1501,170290.0
1502,184824.0
1503,283501.5
1504,232200.0
1505,212908.0
1506,190283.4
1507,217340.0
1508,200460.0
1509,153305.0
1510,157390.0
1511,157385.0
1512,175765.0
1513,145382.8
1514,186140.0
1515,191450.0
1516,167298.5
1517,161180.0
1518,148163.4
1519,242895.0
1520,140095.0
1521,149748.2
1522,162100.0
1523,118615.0
1524,122625.0
1525,126670.0
1526,122790.0
1527,102267.6
1528,131400.0
1529,145950.0
1530,171050.0
1531,112480.0
1532,98420.0
1533,141409.0
1534,115775.0
1535,185690.0
1536,119332.6
1537,60261.1
1538,229483.5
1539,253643.5
1540,122315.8
1541,164076.8
1542,142303.4
1543,222812.5
1544,85550.0
1545,111570.0
1546,115780.0
1547,137505.0
1548,131400.0
1549,98380.0
1550,123190.0
1551,116540.0
1552,140768.7
1553,167288.5
1554,116610.4
1555,182610.0
1556,112450.0
1557,126380.4
1558,94510.0
1559,132894.5
1560,156570.0
1561,177976.2
1562,127830.0
1563,131570.0
1564,177450.0
1565,160850.0
1566,251790.0
1567,76115.0
1568,215440.0
1569,154900.0
1570,136800.0
1571,128685.0
1572,139520.0
1573,235524.8
1574,121780.0
1575,215865.0
1576,223040.0
1577,209908.0
1578,164828.5
1579,141590.0
1580,189315.0
1581,145230.0
1582,127840.0
1583,340640.0
1584,242300.0
1585,137450.0
1586,83640.0
1587,104390.0
1588,160730.0
1589,108250.4
1590,133925.0
1591,103575.0
1592,132230.0
1593,115150.0
1594,151582.2
1595,143610.0
1596,222450.0
1597,181940.0
1598,179773.0
1599,198500.0
1600,196200.0
1601,76840.0
1602,113310.0
1603,86087.6
1604,287215.4
1605,270784.1
1606,168110.0
1607,167730.0
1608,214841.0
1609,205853.5
1610,145311.9
1611,149675.0
1612,159600.0
1613,170425.0
1614,127380.0
1615,89230.0
1616,83190.0
1617,101240.0
1618,122850.0
1619,133620.0
1620,156760.0
1621,141750.0
1622,144930.0
1623,265140.0
1624,229050.0
1625,127495.0
1626,171025.0
1627,179450.0
1628,290234.3
1629,170335.8
1630,318790.0
1631,238940.0
1632,238296.1
1633,175900.0
1634,184870.0
1635,180900.0
1636,164688.0
1637,169650.0
1638,223120.0
1639,193200.0
1640,243400.0
1641,194290.0
1642,224040.0
1643,231950.0
1644,224590.0
1645,187500.0
1646,155820.0
1647,172650.0
1648,152590.0
1649,145435.0
1650,122790.0
1651,121620.0
1652,91350.0
1653,93650.0
1654,153435.0
1655,156779.5
1656,147623.8
1657,157990.0
1658,160030.0
1659,141931.5
1660,145390.0
1661,460727.4
1662,354960.8
1663,396977.3
1664,412016.8
1665,305015.6
1666,350120.4
1667,326962.4
1668,305219.3
1669,290613.2
1670,315667.2
1671,277643.0
1672,471043.2
1673,310044.9
1674,253387.7
1675,172900.0
1676,181576.4
1677,203343.0
1678,424744.3
1679,368800.9
1680,316343.6
1681,278319.2
1682,292240.0
1683,188974.0
1684,171664.0
1685,174550.0
1686,172510.5
1687,170490.0
1688,173650.0
1689,185603.5
1690,186135.0
1691,168481.0
1692,266411.3
1693,176416.5
1694,185440.0
1695,166232.5
1696,274499.0
1697,165432.5
1698,356253.3
1699,343543.2
1700,239245.0
1701,276000.0
1702,256268.1
1703,246469.0
1704,295207.9
1705,243800.0
1706,398661.7
1707,208483.0
1708,224866.6
1709,288414.1
1710,228760.0
1711,285550.0
1712,222719.3
1713,250292.4
1714,212073.0
1715,200580.0
1716,163513.4
1717,156510.0
1718,153300.0
1719,226890.0
1720,246035.6
1721,153970.0
1722,137495.0
1723,163526.9
1724,223895.4
1725,224850.0
1726,195160.0
1727,176180.0
1728,189156.5
1729,173864.0
1730,167730.8
1731,128965.0
1732,126490.0
1733,124800.0
1734,121830.0
1735,126900.0
1736,117350.0
1737,367640.0
1738,213598.0
1739,252411.0
1740,197699.8
1741,170030.0
1742,169230.0
1743,165280.0
1744,265390.0
1745,258690.6
1746,265071.3
1747,233700.0
1748,210000.0
1749,165600.0
1750,150400.0
1751,225150.0
1752,126640.0
1753,156680.0
1754,224778.0
1755,167559.0
1756,114528.3
1757,115790.0
1758,159545.0
1759,185250.0
1760,167290.0
1761,152915.0
1762,157190.0
1763,205908.5
1764,119340.0
1765,188750.0
1766,158855.0
1767,208900.0
1768,141132.5
1769,180213.4
1770,138265.0
1771,144855.0
1772,136970.0
1773,146722.5
1774,141220.0
1775,127640.0
1776,131520.0
1777,117100.0
1778,133840.0
1779,116205.0
1780,183120.0
1781,130957.5
1782,96190.0
1783,136207.5
1784,97550.0
1785,120390.0
1786,156440.0
1787,174840.0
1788,70500.0
1789,92400.0
1790,85140.0
1791,180125.0
1792,159410.0
1793,149065.0
1794,139890.0
1795,135715.0
1796,119960.0
1797,115150.0
1798,128905.0
1799,113870.0
1800,135310.0
1801,144210.0
1802,146232.4
1803,155373.4
1804,140240.0
1805,131570.0
1806,136418.4
1807,175770.0
1808,106443.2
1809,133740.0
1810,138475.0
1811,117280.0
1812,123940.0
1813,132250.0
1814,94228.3
1815,65710.0
1816,96390.4
1817,135690.0
1818,142315.0
1819,128150.0
1820,77240.0
1821,131375.8
1822,160660.0
1823,58460.0
1824,138360.0
1825,136633.4
1826,93740.0
1827,116050.0
1828,128875.0
1829,100990.0
1830,147950.0
1831,199380.0
1832,125815.8
1833,158275.0
1834,145447.5
1835,180750.0
1836,138000.0
1837,76415.0
1838,138415.0
1839,83600.0
1840,169900.0
1841,158990.0
1842,91300.0
1843,148835.0
1844,134290.0
1845,157553.2
1846,143870.0
1847,154830.0
1848,62930.0
1849,113280.0
1850,131110.0
1851,154080.0
1852,124642.5
1853,132950.0
1854,167400.0
1855,148514.0
1856,224455.0
1857,177307.0
1858,144839.6
1859,121289.4
1860,160493.5
1861,121289.4
1862,290199.0
1863,277449.0
1864,277449.0
1865,321677.0
1866,311769.3
1867,260206.7
1868,312642.6
1869,196400.0
1870,260301.8
1871,268916.0
1872,172495.7
1873,224895.0
1874,138225.0
1875,216770.0
1876,198795.0
1877,219910.0
1878,214320.0
1879,133540.0
1880,135450.0
1881,257672.3
1882,269900.0
1883,200080.0
1884,220900.0
1885,259023.0
1886,314830.2
1887,205550.0
1888,288566.8
1889,169575.4
1890,150225.0
1891,149500.0
1892,102525.0
1893,135140.0
1894,133460.0
1895,158210.0
1896,120110.0
1897,117460.0
1898,120430.0
1899,123880.0
1900,143845.0
1901,168760.0
1902,147450.0
1903,185050.0
1904,136770.0
1905,188600.0
1906,151610.0
1907,215090.0
1908,119790.0
1909,140350.0
1910,131990.0
1911,207290.0
1912,277892.8
1913,161570.0
1914,72279.3
1915,298207.3
1916,61529.3
1917,268521.3
1918,137900.0
1919,156800.0
1920,159310.0
1921,414409.6
1922,333402.2
1923,200400.0
1924,245970.0
1925,227690.0
1926,404818.0
1927,136705.0
1928,165000.0
1929,131100.0
